,JSON,DATE,CITY,COUNTRY,LAT,LNG,MAX_TEMP,HUMIDITY,CLOUDINESS,WIND_SPEED
140,"{'coord': {'lon': 80.5353, 'lat': 5.9485}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 76.33, 'feels_like': 77.76, 'temp_min': 76.33, 'temp_max': 76.33, 'pressure': 1008, 'humidity': 87, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 18.7, 'deg': 264, 'gust': 34.09}, 'rain': {'1h': 1.15}, 'clouds': {'all': 100}, 'dt': 1659561905, 'sys': {'country': 'LK', 'sunrise': 1659573181, 'sunset': 1659617694}, 'timezone': 19800, 'id': 1235846, 'name': 'Matara', 'cod': 200}",1659561905,Matara,LK,5.9485,80.5353,76.33,87.0,100.0,18.7
141,"{'coord': {'lon': -103.725, 'lat': 35.1717}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 96.64, 'feels_like': 94.53, 'temp_min': 93.94, 'temp_max': 96.64, 'pressure': 1015, 'humidity': 24}, 'visibility': 10000, 'wind': {'speed': 19.57, 'deg': 50, 'gust': 27.63}, 'clouds': {'all': 20}, 'dt': 1659562388, 'sys': {'type': 1, 'id': 6002, 'country': 'US', 'sunrise': 1659528330, 'sunset': 1659578195}, 'timezone': -21600, 'id': 5495360, 'name': 'Tucumcari', 'cod': 200}",1659562388,Tucumcari,US,35.1717,-103.725,96.64,24.0,20.0,19.57
142,"{'coord': {'lon': -109.1167, 'lat': 25.8667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 91.31, 'feels_like': 94.75, 'temp_min': 91.31, 'temp_max': 91.31, 'pressure': 1008, 'humidity': 45, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 14.65, 'deg': 270, 'gust': 10.92}, 'clouds': {'all': 10}, 'dt': 1659562422, 'sys': {'type': 1, 'id': 7123, 'country': 'MX', 'sunrise': 1659530618, 'sunset': 1659578494}, 'timezone': -21600, 'id': 4017739, 'name': 'Bagojo Colectivo', 'cod': 200}",1659562422,Bagojo Colectivo,MX,25.8667,-109.1167,91.31,45.0,10.0,14.65
144,"{'coord': {'lon': -173.3, 'lat': 64.3833}, 'weather': [{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 42.91, 'feels_like': 38.8, 'temp_min': 42.91, 'temp_max': 42.91, 'pressure': 1013, 'humidity': 100}, 'visibility': 8000, 'wind': {'speed': 6.71, 'deg': 200}, 'clouds': {'all': 75}, 'dt': 1659562013, 'sys': {'type': 1, 'id': 8875, 'country': 'RU', 'sunrise': 1659624515, 'sunset': 1659688194}, 'timezone': 43200, 'id': 4031574, 'name': 'Provideniya', 'cod': 200}",1659562013,Provideniya,RU,64.3833,-173.3,42.91,100.0,75.0,6.71
145,"{'coord': {'lon': 38.2, 'lat': 10.45}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 53.58, 'feels_like': 52.92, 'temp_min': 53.58, 'temp_max': 53.58, 'pressure': 1015, 'humidity': 91, 'sea_level': 1015, 'grnd_level': 755}, 'visibility': 10000, 'wind': {'speed': 0.63, 'deg': 138, 'gust': 2.21}, 'rain': {'1h': 0.41}, 'clouds': {'all': 100}, 'dt': 1659562427, 'sys': {'country': 'ET', 'sunrise': 1659582995, 'sunset': 1659628200}, 'timezone': 10800, 'id': 342190, 'name': 'Bichena', 'cod': 200}",1659562427,Bichena,ET,10.45,38.2,53.58,91.0,100.0,0.63
146,"{'coord': {'lon': 21.6822, 'lat': 63.1142}, 'weather': [{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 64.24, 'feels_like': 64.78, 'temp_min': 63.9, 'temp_max': 64.35, 'pressure': 1008, 'humidity': 94}, 'visibility': 10000, 'wind': {'speed': 12.66, 'deg': 160}, 'rain': {'1h': 0.34}, 'clouds': {'all': 75}, 'dt': 1659562375, 'sys': {'type': 1, 'id': 1367, 'country': 'FI', 'sunrise': 1659578291, 'sunset': 1659640832}, 'timezone': 10800, 'id': 651299, 'name': 'Korsholm', 'cod': 200}",1659562375,Korsholm,FI,63.1142,21.6822,64.24,94.0,75.0,12.66
147,"{'coord': {'lon': 120.7333, 'lat': 49.2833}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 68.34, 'feels_like': 68.45, 'temp_min': 68.34, 'temp_max': 68.34, 'pressure': 1004, 'humidity': 76, 'sea_level': 1004, 'grnd_level': 930}, 'visibility': 10000, 'wind': {'speed': 5.08, 'deg': 116, 'gust': 6.91}, 'clouds': {'all': 27}, 'dt': 1659562430, 'sys': {'country': 'CN', 'sunrise': 1659558739, 'sunset': 1659612842}, 'timezone': 28800, 'id': 2033536, 'name': 'Yakeshi', 'cod': 200}",1659562430,Yakeshi,CN,49.2833,120.7333,68.34,76.0,27.0,5.08
148,"{'coord': {'lon': 54.3667, 'lat': 24.4667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 93.45, 'feels_like': 106.05, 'temp_min': 91.96, 'temp_max': 96.91, 'pressure': 999, 'humidity': 61}, 'visibility': 10000, 'wind': {'speed': 3.44, 'deg': 50}, 'clouds': {'all': 0}, 'dt': 1659562274, 'sys': {'type': 2, 'id': 2043159, 'country': 'AE', 'sunrise': 1659577931, 'sunset': 1659625504}, 'timezone': 14400, 'id': 292968, 'name': 'Abu Dhabi', 'cod': 200}",1659562274,Abu Dhabi,AE,24.4667,54.3667,93.45,61.0,0.0,3.44
150,"{'coord': {'lon': 31.7378, 'lat': 52.4267}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 65.64, 'feels_like': 66.42, 'temp_min': 65.64, 'temp_max': 65.64, 'pressure': 1017, 'humidity': 96, 'sea_level': 1017, 'grnd_level': 999}, 'visibility': 10000, 'wind': {'speed': 6.67, 'deg': 18, 'gust': 17.74}, 'clouds': {'all': 79}, 'dt': 1659562436, 'sys': {'type': 2, 'id': 2072742, 'country': 'RU', 'sunrise': 1659579449, 'sunset': 1659634848}, 'timezone': 10800, 'id': 462413, 'name': 'Zlynka', 'cod': 200}",1659562436,Zlynka,RU,52.4267,31.7378,65.64,96.0,79.0,6.67
151,"{'coord': {'lon': -135.0107, 'lat': 68.2191}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 60.8, 'feels_like': 59.54, 'temp_min': 60.8, 'temp_max': 60.8, 'pressure': 1014, 'humidity': 63}, 'visibility': 10000, 'wind': {'speed': 0, 'deg': 0}, 'clouds': {'all': 75}, 'dt': 1659561904, 'sys': {'type': 1, 'id': 821, 'country': 'CA', 'sunrise': 1659525802, 'sunset': 1659595738}, 'timezone': -21600, 'id': 5882953, 'name': 'Aklavik', 'cod': 200}",1659561904,Aklavik,CA,68.2191,-135.0107,60.8,63.0,75.0,0.0
152,"{'coord': {'lon': 102.5, 'lat': 71.9667}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 50.02, 'feels_like': 47.88, 'temp_min': 50.02, 'temp_max': 50.02, 'pressure': 1019, 'humidity': 67, 'sea_level': 1019, 'grnd_level': 1015}, 'visibility': 10000, 'wind': {'speed': 8.43, 'deg': 222, 'gust': 17.4}, 'clouds': {'all': 100}, 'dt': 1659562028, 'sys': {'country': 'RU', 'sunrise': 0, 'sunset': 0}, 'timezone': 25200, 'id': 2022572, 'name': 'Khatanga', 'cod': 200}",1659562028,Khatanga,RU,71.9667,102.5,50.02,67.0,100.0,8.43
153,"{'coord': {'lon': 111.7047, 'lat': 36.4989}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 78.85, 'feels_like': 78.85, 'temp_min': 78.85, 'temp_max': 78.85, 'pressure': 1008, 'humidity': 78, 'sea_level': 1008, 'grnd_level': 950}, 'visibility': 10000, 'wind': {'speed': 2.84, 'deg': 108, 'gust': 3.04}, 'clouds': {'all': 3}, 'dt': 1659562441, 'sys': {'country': 'CN', 'sunrise': 1659562885, 'sunset': 1659613030}, 'timezone': 28800, 'id': 1788462, 'name': 'Xinzhi', 'cod': 200}",1659562441,Xinzhi,CN,36.4989,111.7047,78.85,78.0,3.0,2.84
154,"{'coord': {'lon': 98.7792, 'lat': 1.7427}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 73.29, 'feels_like': 74.5, 'temp_min': 73.29, 'temp_max': 73.29, 'pressure': 1011, 'humidity': 89, 'sea_level': 1011, 'grnd_level': 1010}, 'visibility': 10000, 'wind': {'speed': 4.07, 'deg': 51, 'gust': 4.23}, 'clouds': {'all': 100}, 'dt': 1659562174, 'sys': {'country': 'ID', 'sunrise': 1659569120, 'sunset': 1659612999}, 'timezone': 25200, 'id': 1213855, 'name': 'Sibolga', 'cod': 200}",1659562174,Sibolga,ID,1.7427,98.7792,73.29,89.0,100.0,4.07
155,"{'coord': {'lon': -82.5271, 'lat': 33.194}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 84.02, 'feels_like': 89.26, 'temp_min': 78.85, 'temp_max': 89.55, 'pressure': 1013, 'humidity': 66, 'sea_level': 1013, 'grnd_level': 997}, 'visibility': 10000, 'wind': {'speed': 10.42, 'deg': 6, 'gust': 15.99}, 'rain': {'1h': 1.48}, 'clouds': {'all': 93}, 'dt': 1659561948, 'sys': {'type': 1, 'id': 2827, 'country': 'US', 'sunrise': 1659523470, 'sunset': 1659572880}, 'timezone': -14400, 'id': 4231997, 'name': 'Avera', 'cod': 200}",1659561948,Avera,US,33.194,-82.5271,84.02,66.0,93.0,10.42
156,"{'coord': {'lon': 150.8667, 'lat': -34.6833}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 64.83, 'feels_like': 64.49, 'temp_min': 61.38, 'temp_max': 66.58, 'pressure': 1007, 'humidity': 74}, 'visibility': 10000, 'wind': {'speed': 7, 'deg': 351, 'gust': 10}, 'rain': {'1h': 0.86}, 'clouds': {'all': 100}, 'dt': 1659562446, 'sys': {'type': 2, 'id': 20106, 'country': 'AU', 'sunrise': 1659559699, 'sunset': 1659597419}, 'timezone': 36000, 'id': 2161515, 'name': 'Kiama', 'cod': 200}",1659562446,Kiama,AU,-34.6833,150.8667,64.83,74.0,100.0,7.0
157,"{'coord': {'lon': 161.3, 'lat': 68.75}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 47.23, 'feels_like': 43.59, 'temp_min': 47.23, 'temp_max': 47.23, 'pressure': 1007, 'humidity': 80, 'sea_level': 1007, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 7.54, 'deg': 359, 'gust': 10.76}, 'clouds': {'all': 100}, 'dt': 1659562448, 'sys': {'country': 'RU', 'sunrise': 1659540578, 'sunset': 1659611532}, 'timezone': 39600, 'id': 2126199, 'name': 'Cherskiy', 'cod': 200}",1659562448,Cherskiy,RU,68.75,161.3,47.23,80.0,100.0,7.54
158,"{'coord': {'lon': -28.7, 'lat': 38.5167}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 76.48, 'feels_like': 77.86, 'temp_min': 76.48, 'temp_max': 76.48, 'pressure': 1022, 'humidity': 86, 'sea_level': 1022, 'grnd_level': 1022}, 'visibility': 10000, 'wind': {'speed': 7.2, 'deg': 269, 'gust': 8.99}, 'rain': {'1h': 0.22}, 'clouds': {'all': 20}, 'dt': 1659561997, 'sys': {'country': 'PT', 'sunrise': 1659509893, 'sunset': 1659560621}, 'timezone': 0, 'id': 3372707, 'name': 'Ribeira Grande', 'cod': 200}",1659561997,Ribeira Grande,PT,38.5167,-28.7,76.48,86.0,20.0,7.2
159,"{'coord': {'lon': -56.1549, 'lat': 72.7868}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 44.62, 'feels_like': 38.98, 'temp_min': 44.62, 'temp_max': 44.62, 'pressure': 1009, 'humidity': 76, 'sea_level': 1009, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 11.05, 'deg': 358, 'gust': 12.55}, 'clouds': {'all': 4}, 'dt': 1659561898, 'sys': {'country': 'GL', 'sunrise': 0, 'sunset': 0}, 'timezone': -7200, 'id': 3418910, 'name': 'Upernavik', 'cod': 200}",1659561898,Upernavik,GL,72.7868,-56.1549,44.62,76.0,4.0,11.05
162,"{'coord': {'lon': -80.7333, 'lat': -0.95}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 76.78, 'feels_like': 77.41, 'temp_min': 76.78, 'temp_max': 76.78, 'pressure': 1010, 'humidity': 69}, 'visibility': 10000, 'wind': {'speed': 12.66, 'deg': 280}, 'clouds': {'all': 75}, 'dt': 1659562456, 'sys': {'type': 1, 'id': 8552, 'country': 'EC', 'sunrise': 1659526007, 'sunset': 1659569481}, 'timezone': -18000, 'id': 3654410, 'name': 'Manta', 'cod': 200}",1659562456,Manta,EC,-0.95,-80.7333,76.78,69.0,75.0,12.66
163,"{'coord': {'lon': -76.5119, 'lat': 38.8876}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 89.04, 'feels_like': 96.94, 'temp_min': 85.95, 'temp_max': 94.46, 'pressure': 1014, 'humidity': 59}, 'visibility': 10000, 'wind': {'speed': 12.66, 'deg': 130}, 'clouds': {'all': 0}, 'dt': 1659562458, 'sys': {'type': 2, 'id': 2035186, 'country': 'US', 'sunrise': 1659521326, 'sunset': 1659572137}, 'timezone': -14400, 'id': 4362001, 'name': 'Mayo', 'cod': 200}",1659562458,Mayo,US,38.8876,-76.5119,89.04,59.0,0.0,12.66
164,"{'coord': {'lon': 5.2692, 'lat': 14.8888}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 90.05, 'feels_like': 91.45, 'temp_min': 90.05, 'temp_max': 90.05, 'pressure': 1008, 'humidity': 42, 'sea_level': 1008, 'grnd_level': 965}, 'visibility': 10000, 'wind': {'speed': 6.24, 'deg': 292, 'gust': 8.75}, 'clouds': {'all': 68}, 'dt': 1659562460, 'sys': {'country': 'NE', 'sunrise': 1659504132, 'sunset': 1659550077}, 'timezone': 3600, 'id': 2439376, 'name': 'Tahoua', 'cod': 200}",1659562460,Tahoua,NE,14.8888,5.2692,90.05,42.0,68.0,6.24
165,"{'coord': {'lon': -56.5531, 'lat': -29.1253}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 64.78, 'feels_like': 65.08, 'temp_min': 64.78, 'temp_max': 64.78, 'pressure': 1007, 'humidity': 88, 'sea_level': 1007, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 8.28, 'deg': 119, 'gust': 15.3}, 'clouds': {'all': 99}, 'dt': 1659562462, 'sys': {'country': 'BR', 'sunrise': 1659522524, 'sunset': 1659561359}, 'timezone': -10800, 'id': 3460629, 'name': 'Itaqui', 'cod': 200}",1659562462,Itaqui,BR,-29.1253,-56.5531,64.78,88.0,99.0,8.28
166,"{'coord': {'lon': 8.5167, 'lat': 12.0001}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.21, 'feels_like': 75.18, 'temp_min': 74.21, 'temp_max': 74.21, 'pressure': 1012, 'humidity': 82, 'sea_level': 1012, 'grnd_level': 957}, 'visibility': 10000, 'wind': {'speed': 9.51, 'deg': 221, 'gust': 16.84}, 'clouds': {'all': 67}, 'dt': 1659562429, 'sys': {'country': 'NG', 'sunrise': 1659503588, 'sunset': 1659549063}, 'timezone': 3600, 'id': 2335204, 'name': 'Kano', 'cod': 200}",1659562429,Kano,NG,12.0001,8.5167,74.21,82.0,67.0,9.51
167,"{'coord': {'lon': -68.4681, 'lat': -33.081}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 55.94, 'feels_like': 53.35, 'temp_min': 55.94, 'temp_max': 55.94, 'pressure': 1014, 'humidity': 45, 'sea_level': 1014, 'grnd_level': 938}, 'visibility': 10000, 'wind': {'speed': 1.95, 'deg': 114, 'gust': 2.55}, 'clouds': {'all': 94}, 'dt': 1659562466, 'sys': {'type': 1, 'id': 8238, 'country': 'AR', 'sunrise': 1659525785, 'sunset': 1659563816}, 'timezone': -10800, 'id': 3836992, 'name': 'San Martín', 'cod': 200}",1659562466,San Martín,AR,-33.081,-68.4681,55.94,45.0,94.0,1.95
168,"{'coord': {'lon': 56.9244, 'lat': 33.5959}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 88.02, 'feels_like': 84.52, 'temp_min': 88.02, 'temp_max': 88.02, 'pressure': 1008, 'humidity': 20}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 60}, 'clouds': {'all': 0}, 'dt': 1659562142, 'sys': {'type': 1, 'id': 7487, 'country': 'IR', 'sunrise': 1659576382, 'sunset': 1659625825}, 'timezone': 16200, 'id': 113659, 'name': 'Tabas', 'cod': 200}",1659562142,Tabas,IR,33.5959,56.9244,88.02,20.0,0.0,4.61
169,"{'coord': {'lon': -147.7164, 'lat': 64.8378}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 68.92, 'feels_like': 68.52, 'temp_min': 66.81, 'temp_max': 71.02, 'pressure': 1015, 'humidity': 64}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 170}, 'clouds': {'all': 20}, 'dt': 1659561864, 'sys': {'type': 2, 'id': 2017395, 'country': 'US', 'sunrise': 1659531495, 'sunset': 1659596144}, 'timezone': -28800, 'id': 5861897, 'name': 'Fairbanks', 'cod': 200}",1659561864,Fairbanks,US,64.8378,-147.7164,68.92,64.0,20.0,4.61
170,"{'coord': {'lon': -73.65, 'lat': -37.6167}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 51.06, 'feels_like': 49.59, 'temp_min': 51.06, 'temp_max': 51.06, 'pressure': 1023, 'humidity': 79, 'sea_level': 1023, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 3.65, 'deg': 309, 'gust': 5.46}, 'clouds': {'all': 76}, 'dt': 1659561920, 'sys': {'country': 'CL', 'sunrise': 1659527540, 'sunset': 1659564548}, 'timezone': -14400, 'id': 3883457, 'name': 'Lebu', 'cod': 200}",1659561920,Lebu,CL,-37.6167,-73.65,51.06,79.0,76.0,3.65
171,"{'coord': {'lon': -50.0119, 'lat': -24.7911}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 64.2, 'feels_like': 63.28, 'temp_min': 64.2, 'temp_max': 64.2, 'pressure': 1015, 'humidity': 63, 'sea_level': 1015, 'grnd_level': 904}, 'visibility': 10000, 'wind': {'speed': 4.9, 'deg': 53, 'gust': 6.35}, 'clouds': {'all': 4}, 'dt': 1659561903, 'sys': {'country': 'BR', 'sunrise': 1659520547, 'sunset': 1659560196}, 'timezone': -10800, 'id': 3466704, 'name': 'Castro', 'cod': 200}",1659561903,Castro,BR,-24.7911,-50.0119,64.2,63.0,4.0,4.9
172,"{'coord': {'lon': -7.45, 'lat': 13.55}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 75.79, 'feels_like': 77.02, 'temp_min': 75.79, 'temp_max': 75.79, 'pressure': 1012, 'humidity': 84, 'sea_level': 1012, 'grnd_level': 969}, 'visibility': 8045, 'wind': {'speed': 7.31, 'deg': 20, 'gust': 11.36}, 'rain': {'1h': 1.86}, 'clouds': {'all': 99}, 'dt': 1659562474, 'sys': {'country': 'ML', 'sunrise': 1659507295, 'sunset': 1659553019}, 'timezone': 0, 'id': 2460546, 'name': 'Banamba', 'cod': 200}",1659562474,Banamba,ML,13.55,-7.45,75.79,84.0,99.0,7.31
173,"{'coord': {'lon': -169.9187, 'lat': -19.0595}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 78.69, 'feels_like': 79.5, 'temp_min': 78.69, 'temp_max': 78.69, 'pressure': 1018, 'humidity': 69}, 'visibility': 10000, 'wind': {'speed': 14.97, 'deg': 100}, 'clouds': {'all': 58}, 'dt': 1659562024, 'sys': {'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1659548817, 'sunset': 1659589479}, 'timezone': -39600, 'id': 4036284, 'name': 'Alofi', 'cod': 200}",1659562024,Alofi,NU,-19.0595,-169.9187,78.69,69.0,58.0,14.97
174,"{'coord': {'lon': -155.09, 'lat': 19.7297}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 79.79, 'feels_like': 79.79, 'temp_min': 79.11, 'temp_max': 83.25, 'pressure': 1014, 'humidity': 74}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 30}, 'clouds': {'all': 0}, 'dt': 1659561910, 'sys': {'type': 1, 'id': 7881, 'country': 'US', 'sunrise': 1659542216, 'sunset': 1659588962}, 'timezone': -36000, 'id': 5855927, 'name': 'Hilo', 'cod': 200}",1659561910,Hilo,US,19.7297,-155.09,79.79,74.0,0.0,8.05
175,"{'coord': {'lon': 59.2211, 'lat': 32.8663}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 68.47, 'feels_like': 66.15, 'temp_min': 68.47, 'temp_max': 68.47, 'pressure': 1016, 'humidity': 24}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 170}, 'clouds': {'all': 0}, 'dt': 1659562479, 'sys': {'type': 1, 'id': 7481, 'country': 'IR', 'sunrise': 1659575913, 'sunset': 1659625193}, 'timezone': 16200, 'id': 140463, 'name': 'Birjand', 'cod': 200}",1659562479,Birjand,IR,32.8663,59.2211,68.47,24.0,0.0,4.61
176,"{'coord': {'lon': -73.3579, 'lat': 41.1415}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 87.17, 'feels_like': 89.69, 'temp_min': 80.89, 'temp_max': 92.3, 'pressure': 1013, 'humidity': 50}, 'visibility': 10000, 'wind': {'speed': 6.91, 'deg': 190}, 'clouds': {'all': 0}, 'dt': 1659562054, 'sys': {'type': 2, 'id': 2011298, 'country': 'US', 'sunrise': 1659520256, 'sunset': 1659571692}, 'timezone': -14400, 'id': 4845585, 'name': 'Westport', 'cod': 200}",1659562054,Westport,US,41.1415,-73.3579,87.17,50.0,0.0,6.91
177,"{'coord': {'lon': 147.8833, 'lat': 45.2333}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 53.6, 'feels_like': 52.99, 'temp_min': 53.6, 'temp_max': 53.6, 'pressure': 1015, 'humidity': 92, 'sea_level': 1015, 'grnd_level': 1004}, 'visibility': 10000, 'wind': {'speed': 10.71, 'deg': 126, 'gust': 14.99}, 'clouds': {'all': 99}, 'dt': 1659562026, 'sys': {'country': 'RU', 'sunrise': 1659552951, 'sunset': 1659605598}, 'timezone': 36000, 'id': 2123979, 'name': ""Kuril'sk"", 'cod': 200}",1659562026,Kuril'sk,RU,45.2333,147.8833,53.6,92.0,99.0,10.71
178,"{'coord': {'lon': 119.8062, 'lat': 16.2923}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 79.29, 'feels_like': 79.29, 'temp_min': 79.29, 'temp_max': 79.29, 'pressure': 1008, 'humidity': 79, 'sea_level': 1008, 'grnd_level': 992}, 'visibility': 10000, 'wind': {'speed': 4.56, 'deg': 101, 'gust': 5.03}, 'clouds': {'all': 87}, 'dt': 1659562484, 'sys': {'country': 'PH', 'sunrise': 1659562938, 'sunset': 1659609088}, 'timezone': 28800, 'id': 1717787, 'name': 'Catuday', 'cod': 200}",1659562484,Catuday,PH,16.2923,119.8062,79.29,79.0,87.0,4.56
179,"{'coord': {'lon': 37.2685, 'lat': 25.0213}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 86.36, 'feels_like': 94.19, 'temp_min': 86.36, 'temp_max': 86.36, 'pressure': 1003, 'humidity': 66, 'sea_level': 1003, 'grnd_level': 1003}, 'visibility': 10000, 'wind': {'speed': 6.11, 'deg': 245, 'gust': 7.09}, 'clouds': {'all': 68}, 'dt': 1659562486, 'sys': {'country': 'SA', 'sunrise': 1659581984, 'sunset': 1659629658}, 'timezone': 10800, 'id': 100926, 'name': 'Umluj', 'cod': 200}",1659562486,Umluj,SA,25.0213,37.2685,86.36,66.0,68.0,6.11
181,"{'coord': {'lon': -113.5841, 'lat': 37.1041}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 102.07, 'feels_like': 102.25, 'temp_min': 98.26, 'temp_max': 102.79, 'pressure': 1013, 'humidity': 24}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 320}, 'clouds': {'all': 0}, 'dt': 1659561988, 'sys': {'type': 2, 'id': 2008042, 'country': 'US', 'sunrise': 1659530460, 'sunset': 1659580796}, 'timezone': -21600, 'id': 5546220, 'name': 'Saint George', 'cod': 200}",1659561988,Saint George,US,37.1041,-113.5841,102.07,24.0,0.0,4.61
182,"{'coord': {'lon': 96.1285, 'lat': 4.1363}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 73.87, 'feels_like': 75.24, 'temp_min': 73.87, 'temp_max': 73.87, 'pressure': 1010, 'humidity': 91, 'sea_level': 1010, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 4.03, 'deg': 49, 'gust': 4.32}, 'clouds': {'all': 100}, 'dt': 1659562492, 'sys': {'country': 'ID', 'sunrise': 1659569576, 'sunset': 1659613815}, 'timezone': 25200, 'id': 1214488, 'name': 'Meulaboh', 'cod': 200}",1659562492,Meulaboh,ID,4.1363,96.1285,73.87,91.0,100.0,4.03
