,JSON,DATE,CITY,COUNTRY,LAT,LNG,MAX_TEMP,HUMIDITY,CLOUDINESS,WIND_SPEED
83,"{'coord': {'lon': -52.7314, 'lat': 47.6666}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 64.67, 'feels_like': 65.01, 'temp_min': 62.38, 'temp_max': 65.57, 'pressure': 1004, 'humidity': 89}, 'visibility': 10000, 'wind': {'speed': 7, 'deg': 255, 'gust': 15.01}, 'clouds': {'all': 100}, 'dt': 1659236449, 'sys': {'type': 2, 'id': 2003900, 'country': 'CA', 'sunrise': 1659254807, 'sunset': 1659308860}, 'timezone': -9000, 'id': 6167817, 'name': 'Torbay', 'cod': 200}",2022-07-31 03:00:49,Torbay,CA,47.6666,-52.7314,64.67,89.0,100.0,7.0
84,"{'coord': {'lon': -4.6339, 'lat': 55.4627}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 50.45, 'feels_like': 49.28, 'temp_min': 47.93, 'temp_max': 52.5, 'pressure': 1015, 'humidity': 87}, 'visibility': 10000, 'wind': {'speed': 1.14, 'deg': 100}, 'clouds': {'all': 97}, 'dt': 1659236451, 'sys': {'type': 1, 'id': 1444, 'country': 'GB', 'sunrise': 1659241383, 'sunset': 1659299198}, 'timezone': 3600, 'id': 2656708, 'name': 'Ayr', 'cod': 200}",2022-07-31 03:00:51,Ayr,GB,55.4627,-4.6339,50.45,87.0,97.0,1.14
85,"{'coord': {'lon': 71.7189, 'lat': 40.4272}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 81.32, 'feels_like': 80.51, 'temp_min': 81.32, 'temp_max': 81.32, 'pressure': 1007, 'humidity': 36}, 'visibility': 10000, 'wind': {'speed': 4.61, 'deg': 10}, 'clouds': {'all': 99}, 'dt': 1659236453, 'sys': {'type': 1, 'id': 9014, 'country': 'UZ', 'sunrise': 1659226144, 'sunset': 1659277789}, 'timezone': 18000, 'id': 1513491, 'name': 'Yangi Marg`ilon', 'cod': 200}",2022-07-31 03:00:53,Yangi Marg`ilon,UZ,40.4272,71.7189,81.32,36.0,99.0,4.61
86,"{'coord': {'lon': 14.5053, 'lat': -22.9575}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 53.1, 'feels_like': 52.29, 'temp_min': 53.1, 'temp_max': 53.1, 'pressure': 1019, 'humidity': 89, 'sea_level': 1019, 'grnd_level': 1019}, 'visibility': 10000, 'wind': {'speed': 8.12, 'deg': 173, 'gust': 10.63}, 'clouds': {'all': 1}, 'dt': 1659236455, 'sys': {'type': 2, 'id': 2012545, 'country': 'NA', 'sunrise': 1659245799, 'sunset': 1659285596}, 'timezone': 7200, 'id': 3359638, 'name': 'Walvis Bay', 'cod': 200}",2022-07-31 03:00:55,Walvis Bay,NA,-22.9575,14.5053,53.1,89.0,1.0,8.12
87,"{'coord': {'lon': -127.1743, 'lat': 54.7804}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 77.07, 'feels_like': 77.16, 'temp_min': 77.07, 'temp_max': 77.07, 'pressure': 1010, 'humidity': 57, 'sea_level': 1010, 'grnd_level': 955}, 'visibility': 10000, 'wind': {'speed': 4.68, 'deg': 272, 'gust': 7.99}, 'clouds': {'all': 91}, 'dt': 1659236457, 'sys': {'country': 'CA', 'sunrise': 1659184522, 'sunset': 1659242082}, 'timezone': -25200, 'id': 6149996, 'name': 'Smithers', 'cod': 200}",2022-07-31 03:00:57,Smithers,CA,54.7804,-127.1743,77.07,57.0,91.0,4.68
88,"{'coord': {'lon': 168.8643, 'lat': -46.1927}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 48.47, 'feels_like': 45.01, 'temp_min': 48.47, 'temp_max': 48.47, 'pressure': 1012, 'humidity': 93, 'sea_level': 1012, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 7.72, 'deg': 251, 'gust': 20.58}, 'clouds': {'all': 99}, 'dt': 1659236459, 'sys': {'type': 2, 'id': 2008959, 'country': 'NZ', 'sunrise': 1659211598, 'sunset': 1659245706}, 'timezone': 43200, 'id': 6201424, 'name': 'Mataura', 'cod': 200}",2022-07-31 03:00:59,Mataura,NZ,-46.1927,168.8643,48.47,93.0,99.0,7.72
89,"{'coord': {'lon': 130.3667, 'lat': 32.7833}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 86.9, 'feels_like': 94.1, 'temp_min': 86.11, 'temp_max': 86.9, 'pressure': 1008, 'humidity': 63, 'sea_level': 1008, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 11.92, 'deg': 148, 'gust': 21.3}, 'clouds': {'all': 47}, 'dt': 1659236461, 'sys': {'type': 2, 'id': 147648, 'country': 'JP', 'sunrise': 1659213072, 'sunset': 1659262711}, 'timezone': 32400, 'id': 1852479, 'name': 'Shimabara', 'cod': 200}",2022-07-31 03:01:01,Shimabara,JP,32.7833,130.3667,86.9,63.0,47.0,11.92
90,"{'coord': {'lon': -171, 'lat': 65.5833}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 47.48, 'feels_like': 44.96, 'temp_min': 47.48, 'temp_max': 47.48, 'pressure': 1017, 'humidity': 74, 'sea_level': 1017, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 5.48, 'deg': 113, 'gust': 7.54}, 'clouds': {'all': 94}, 'dt': 1659236463, 'sys': {'country': 'RU', 'sunrise': 1659276757, 'sunset': 1659343678}, 'timezone': 43200, 'id': 4031637, 'name': 'Lavrentiya', 'cod': 200}",2022-07-31 03:01:03,Lavrentiya,RU,65.5833,-171.0,47.48,74.0,94.0,5.48
91,"{'coord': {'lon': -22.4338, 'lat': 63.8424}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 48.67, 'feels_like': 45.12, 'temp_min': 48.67, 'temp_max': 48.67, 'pressure': 1009, 'humidity': 81}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 270}, 'clouds': {'all': 75}, 'dt': 1659236465, 'sys': {'type': 1, 'id': 90, 'country': 'IS', 'sunrise': 1659242174, 'sunset': 1659306951}, 'timezone': 0, 'id': 3416888, 'name': 'Grindavik', 'cod': 200}",2022-07-31 03:01:05,Grindavik,IS,63.8424,-22.4338,48.67,81.0,75.0,8.05
92,"{'coord': {'lon': 99.825, 'lat': 52.5178}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 65.95, 'feels_like': 64.49, 'temp_min': 65.95, 'temp_max': 65.95, 'pressure': 1003, 'humidity': 48, 'sea_level': 1003, 'grnd_level': 857}, 'visibility': 10000, 'wind': {'speed': 8.39, 'deg': 284, 'gust': 15.82}, 'clouds': {'all': 100}, 'dt': 1659236467, 'sys': {'country': 'RU', 'sunrise': 1659217086, 'sunset': 1659273356}, 'timezone': 28800, 'id': 1496073, 'name': 'Orlik', 'cod': 200}",2022-07-31 03:01:07,Orlik,RU,52.5178,99.825,65.95,48.0,100.0,8.39
93,"{'coord': {'lon': -77.0636, 'lat': 26.5412}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 82.89, 'feels_like': 89.82, 'temp_min': 82.89, 'temp_max': 82.89, 'pressure': 1022, 'humidity': 76, 'sea_level': 1022, 'grnd_level': 1022}, 'visibility': 10000, 'wind': {'speed': 16.24, 'deg': 99, 'gust': 18.16}, 'clouds': {'all': 100}, 'dt': 1659236469, 'sys': {'country': 'BS', 'sunrise': 1659177132, 'sunset': 1659225419}, 'timezone': -14400, 'id': 3571913, 'name': 'Marsh Harbour', 'cod': 200}",2022-07-31 03:01:09,Marsh Harbour,BS,26.5412,-77.0636,82.89,76.0,100.0,16.24
94,"{'coord': {'lon': 122.7875, 'lat': -0.9516}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 82.4, 'feels_like': 90.91, 'temp_min': 82.4, 'temp_max': 82.4, 'pressure': 1010, 'humidity': 84, 'sea_level': 1010, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 4.88, 'deg': 207, 'gust': 6.46}, 'clouds': {'all': 80}, 'dt': 1659236471, 'sys': {'country': 'ID', 'sunrise': 1659217976, 'sunset': 1659261445}, 'timezone': 28800, 'id': 1637001, 'name': 'Luwuk', 'cod': 200}",2022-07-31 03:01:11,Luwuk,ID,-0.9516,122.7875,82.4,84.0,80.0,4.88
95,"{'coord': {'lon': 18.8162, 'lat': -5.041}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 74.08, 'feels_like': 73.08, 'temp_min': 74.08, 'temp_max': 74.08, 'pressure': 1012, 'humidity': 40, 'sea_level': 1012, 'grnd_level': 959}, 'visibility': 10000, 'wind': {'speed': 0.65, 'deg': 232, 'gust': 0.92}, 'clouds': {'all': 32}, 'dt': 1659236472, 'sys': {'country': 'CD', 'sunrise': 1659243253, 'sunset': 1659286073}, 'timezone': 3600, 'id': 2314705, 'name': 'Kikwit', 'cod': 200}",2022-07-31 03:01:12,Kikwit,CD,-5.041,18.8162,74.08,40.0,32.0,0.65
96,"{'coord': {'lon': -113.5841, 'lat': 37.1041}, 'weather': [{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 72.19, 'feels_like': 73.26, 'temp_min': 72.19, 'temp_max': 72.19, 'pressure': 1019, 'humidity': 88}, 'visibility': 4828, 'wind': {'speed': 23.02, 'deg': 80, 'gust': 29.93}, 'clouds': {'all': 100}, 'dt': 1659236181, 'sys': {'type': 1, 'id': 5832, 'country': 'US', 'sunrise': 1659184660, 'sunset': 1659235420}, 'timezone': -21600, 'id': 5546220, 'name': 'Saint George', 'cod': 200}",2022-07-31 02:56:21,Saint George,US,37.1041,-113.5841,72.19,88.0,100.0,23.02
97,"{'coord': {'lon': -51.1, 'lat': 69.2167}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 46.42, 'feels_like': 46.42, 'temp_min': 46.42, 'temp_max': 46.42, 'pressure': 1009, 'humidity': 81}, 'visibility': 10000, 'wind': {'speed': 2.3, 'deg': 340}, 'clouds': {'all': 75}, 'dt': 1659236476, 'sys': {'type': 1, 'id': 165, 'country': 'GL', 'sunrise': 1659244071, 'sunset': 1659318814}, 'timezone': -7200, 'id': 3423146, 'name': 'Ilulissat', 'cod': 200}",2022-07-31 03:01:16,Ilulissat,GL,69.2167,-51.1,46.42,81.0,75.0,2.3
98,"{'coord': {'lon': -0.8333, 'lat': 39.3333}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 73.58, 'feels_like': 75.11, 'temp_min': 72.41, 'temp_max': 76.6, 'pressure': 1018, 'humidity': 95, 'sea_level': 1018, 'grnd_level': 976}, 'visibility': 10000, 'wind': {'speed': 1.21, 'deg': 19, 'gust': 2.51}, 'clouds': {'all': 12}, 'dt': 1659236478, 'sys': {'type': 2, 'id': 2008731, 'country': 'ES', 'sunrise': 1659243727, 'sunset': 1659295030}, 'timezone': 7200, 'id': 2509951, 'name': 'Valencia', 'cod': 200}",2022-07-31 03:01:18,Valencia,ES,39.3333,-0.8333,73.58,95.0,12.0,1.21
99,"{'coord': {'lon': 25.5701, 'lat': -33.918}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 51.31, 'feels_like': 49.77, 'temp_min': 51.31, 'temp_max': 51.31, 'pressure': 1023, 'humidity': 77}, 'visibility': 10000, 'wind': {'speed': 5.01, 'deg': 269, 'gust': 18.01}, 'clouds': {'all': 34}, 'dt': 1659236480, 'sys': {'type': 2, 'id': 2072678, 'country': 'ZA', 'sunrise': 1659244266, 'sunset': 1659281818}, 'timezone': 7200, 'id': 964420, 'name': 'Port Elizabeth', 'cod': 200}",2022-07-31 03:01:20,Port Elizabeth,ZA,-33.918,25.5701,51.31,77.0,34.0,5.01
100,"{'coord': {'lon': -52.3333, 'lat': 4.9333}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 79.09, 'feels_like': 79.09, 'temp_min': 75.24, 'temp_max': 79.09, 'pressure': 1014, 'humidity': 1}, 'visibility': 10000, 'wind': {'speed': 0, 'deg': 0}, 'clouds': {'all': 75}, 'dt': 1659236406, 'sys': {'type': 2, 'id': 2038747, 'country': 'GF', 'sunrise': 1659259536, 'sunset': 1659303940}, 'timezone': -10800, 'id': 3382160, 'name': 'Cayenne', 'cod': 200}",2022-07-31 03:00:06,Cayenne,GF,4.9333,-52.3333,79.09,1.0,75.0,0.0
101,"{'coord': {'lon': 122.2653, 'lat': 43.6125}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 85.69, 'feels_like': 90.52, 'temp_min': 85.69, 'temp_max': 85.69, 'pressure': 1005, 'humidity': 60, 'sea_level': 1005, 'grnd_level': 985}, 'visibility': 10000, 'wind': {'speed': 14.2, 'deg': 198, 'gust': 17.2}, 'clouds': {'all': 15}, 'dt': 1659236425, 'sys': {'country': 'CN', 'sunrise': 1659213505, 'sunset': 1659266167}, 'timezone': 28800, 'id': 2034400, 'name': 'Tongliao', 'cod': 200}",2022-07-31 03:00:25,Tongliao,CN,43.6125,122.2653,85.69,60.0,15.0,14.2
102,"{'coord': {'lon': -159.319, 'lat': 22.0752}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 81.39, 'feels_like': 86.5, 'temp_min': 80.19, 'temp_max': 82.72, 'pressure': 1019, 'humidity': 76}, 'visibility': 10000, 'wind': {'speed': 12.66, 'deg': 60}, 'clouds': {'all': 75}, 'dt': 1659236366, 'sys': {'type': 2, 'id': 2001562, 'country': 'US', 'sunrise': 1659197325, 'sunset': 1659244708}, 'timezone': -36000, 'id': 5848280, 'name': 'Kapaa', 'cod': 200}",2022-07-31 02:59:26,Kapaa,US,22.0752,-159.319,81.39,76.0,75.0,12.66
103,"{'coord': {'lon': 35.2406, 'lat': -13.3128}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 52.47, 'feels_like': 50.61, 'temp_min': 52.47, 'temp_max': 52.47, 'pressure': 1019, 'humidity': 68, 'sea_level': 1019, 'grnd_level': 869}, 'visibility': 10000, 'wind': {'speed': 4.14, 'deg': 63, 'gust': 4.12}, 'clouds': {'all': 0}, 'dt': 1659236359, 'sys': {'country': 'MZ', 'sunrise': 1659239982, 'sunset': 1659281460}, 'timezone': 7200, 'id': 1043893, 'name': 'Lichinga', 'cod': 200}",2022-07-31 02:59:19,Lichinga,MZ,-13.3128,35.2406,52.47,68.0,0.0,4.14
104,"{'coord': {'lon': 24.076, 'lat': 61.4638}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 52.12, 'feels_like': 51.49, 'temp_min': 45.14, 'temp_max': 52.99, 'pressure': 1017, 'humidity': 95, 'sea_level': 1017, 'grnd_level': 1005}, 'visibility': 10000, 'wind': {'speed': 4.63, 'deg': 242, 'gust': 7.58}, 'clouds': {'all': 66}, 'dt': 1659236488, 'sys': {'type': 2, 'id': 2041582, 'country': 'FI', 'sunrise': 1659232251, 'sunset': 1659294550}, 'timezone': 10800, 'id': 654440, 'name': 'Kangasala', 'cod': 200}",2022-07-31 03:01:28,Kangasala,FI,61.4638,24.076,52.12,95.0,66.0,4.63
105,"{'coord': {'lon': -73, 'lat': -12.1167}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 70.38, 'feels_like': 71.26, 'temp_min': 70.38, 'temp_max': 70.38, 'pressure': 1014, 'humidity': 88, 'sea_level': 1014, 'grnd_level': 940}, 'visibility': 10000, 'wind': {'speed': 1.77, 'deg': 222, 'gust': 1.9}, 'clouds': {'all': 100}, 'dt': 1659236490, 'sys': {'country': 'PE', 'sunrise': 1659179472, 'sunset': 1659221128}, 'timezone': -18000, 'id': 3933104, 'name': 'Pangoa', 'cod': 200}",2022-07-31 03:01:30,Pangoa,PE,-12.1167,-73.0,70.38,88.0,100.0,1.77
106,"{'coord': {'lon': 150.7967, 'lat': -2.5744}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 85.28, 'feels_like': 90.77, 'temp_min': 85.28, 'temp_max': 85.28, 'pressure': 1008, 'humidity': 63, 'sea_level': 1008, 'grnd_level': 1006}, 'visibility': 10000, 'wind': {'speed': 9.84, 'deg': 127, 'gust': 11.54}, 'clouds': {'all': 90}, 'dt': 1659236492, 'sys': {'country': 'PG', 'sunrise': 1659211384, 'sunset': 1659254593}, 'timezone': 36000, 'id': 2094342, 'name': 'Kavieng', 'cod': 200}",2022-07-31 03:01:32,Kavieng,PG,-2.5744,150.7967,85.28,63.0,90.0,9.84
107,"{'coord': {'lon': 147.0587, 'lat': -42.7826}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 49.08, 'feels_like': 45.81, 'temp_min': 47.91, 'temp_max': 53.89, 'pressure': 1008, 'humidity': 78}, 'visibility': 10000, 'wind': {'speed': 7.61, 'deg': 342, 'gust': 27.6}, 'rain': {'1h': 0.33}, 'clouds': {'all': 100}, 'dt': 1659236207, 'sys': {'type': 2, 'id': 2031307, 'country': 'AU', 'sunrise': 1659216284, 'sunset': 1659251487}, 'timezone': 36000, 'id': 2155415, 'name': 'New Norfolk', 'cod': 200}",2022-07-31 02:56:47,New Norfolk,AU,-42.7826,147.0587,49.08,78.0,100.0,7.61
108,"{'coord': {'lon': 169.2667, 'lat': -19.55}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 74.48, 'feels_like': 75.49, 'temp_min': 74.48, 'temp_max': 74.48, 'pressure': 1014, 'humidity': 82, 'sea_level': 1014, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 6.26, 'deg': 134, 'gust': 6.24}, 'rain': {'1h': 0.74}, 'clouds': {'all': 100}, 'dt': 1659236495, 'sys': {'country': 'VU', 'sunrise': 1659208359, 'sunset': 1659248752}, 'timezone': 39600, 'id': 2136825, 'name': 'Isangel', 'cod': 200}",2022-07-31 03:01:35,Isangel,VU,-19.55,169.2667,74.48,82.0,100.0,6.26
109,"{'coord': {'lon': 18.4232, 'lat': -33.9258}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 45.73, 'feels_like': 45.73, 'temp_min': 43.11, 'temp_max': 48.11, 'pressure': 1026, 'humidity': 91}, 'visibility': 10000, 'wind': {'speed': 1.99, 'deg': 178, 'gust': 4}, 'clouds': {'all': 23}, 'dt': 1659236406, 'sys': {'type': 2, 'id': 2073005, 'country': 'ZA', 'sunrise': 1659245981, 'sunset': 1659283533}, 'timezone': 7200, 'id': 3369157, 'name': 'Cape Town', 'cod': 200}",2022-07-31 03:00:06,Cape Town,ZA,-33.9258,18.4232,45.73,91.0,23.0,1.99
110,"{'coord': {'lon': -79.2392, 'lat': -7.9589}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 62.31, 'feels_like': 62.19, 'temp_min': 62.31, 'temp_max': 62.31, 'pressure': 1015, 'humidity': 84, 'sea_level': 1015, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 9.86, 'deg': 158, 'gust': 12.35}, 'clouds': {'all': 80}, 'dt': 1659236499, 'sys': {'country': 'PE', 'sunrise': 1659180628, 'sunset': 1659222968}, 'timezone': -18000, 'id': 3692073, 'name': 'Santiago de Cao', 'cod': 200}",2022-07-31 03:01:39,Santiago de Cao,PE,-7.9589,-79.2392,62.31,84.0,80.0,9.86
111,"{'coord': {'lon': 115.8833, 'lat': 28.6833}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 92.79, 'feels_like': 100.2, 'temp_min': 92.79, 'temp_max': 92.79, 'pressure': 1004, 'humidity': 50, 'sea_level': 1004, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 1.1, 'deg': 317, 'gust': 3.22}, 'clouds': {'all': 6}, 'dt': 1659236501, 'sys': {'country': 'CN', 'sunrise': 1659217013, 'sunset': 1659265721}, 'timezone': 28800, 'id': 1800163, 'name': 'Nanchang', 'cod': 200}",2022-07-31 03:01:41,Nanchang,CN,28.6833,115.8833,92.79,50.0,6.0,1.1
112,"{'coord': {'lon': -89.0928, 'lat': 30.3674}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 73.74, 'feels_like': 74.16, 'temp_min': 73.74, 'temp_max': 75.06, 'pressure': 1021, 'humidity': 71, 'sea_level': 1021, 'grnd_level': 1020}, 'visibility': 10000, 'wind': {'speed': 8.32, 'deg': 177, 'gust': 9.86}, 'clouds': {'all': 1}, 'dt': 1659236271, 'sys': {'type': 2, 'id': 2041520, 'country': 'US', 'sunrise': 1659179606, 'sunset': 1659228719}, 'timezone': -18000, 'id': 4428667, 'name': 'Gulfport', 'cod': 200}",2022-07-31 02:57:51,Gulfport,US,30.3674,-89.0928,73.74,71.0,1.0,8.32
113,"{'coord': {'lon': -73.8203, 'lat': -41.8697}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 43.23, 'feels_like': 41.67, 'temp_min': 43.23, 'temp_max': 43.23, 'pressure': 1022, 'humidity': 87, 'sea_level': 1022, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 3.33, 'deg': 100, 'gust': 3.69}, 'clouds': {'all': 100}, 'dt': 1659236504, 'sys': {'type': 2, 'id': 2043823, 'country': 'CL', 'sunrise': 1659182784, 'sunset': 1659218210}, 'timezone': -14400, 'id': 3899695, 'name': 'Ancud', 'cod': 200}",2022-07-31 03:01:44,Ancud,CL,-41.8697,-73.8203,43.23,87.0,100.0,3.33
115,"{'coord': {'lon': -73.414, 'lat': 41.3712}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 67.59, 'feels_like': 67.71, 'temp_min': 62.29, 'temp_max': 73.71, 'pressure': 1018, 'humidity': 78}, 'visibility': 10000, 'wind': {'speed': 4.25, 'deg': 337, 'gust': 6.67}, 'clouds': {'all': 0}, 'dt': 1659236493, 'sys': {'type': 2, 'id': 2004826, 'country': 'US', 'sunrise': 1659174399, 'sunset': 1659226400}, 'timezone': -14400, 'id': 5282297, 'name': 'Bethel', 'cod': 200}",2022-07-31 03:01:33,Bethel,US,41.3712,-73.414,67.59,78.0,0.0,4.25
116,"{'coord': {'lon': 156.125, 'lat': 50.6789}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 56.84, 'feels_like': 56.08, 'temp_min': 56.84, 'temp_max': 56.84, 'pressure': 1007, 'humidity': 82, 'sea_level': 1007, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 8.3, 'deg': 92, 'gust': 12.01}, 'clouds': {'all': 23}, 'dt': 1659236509, 'sys': {'country': 'RU', 'sunrise': 1659203999, 'sunset': 1659259420}, 'timezone': 39600, 'id': 2121385, 'name': ""Severo-Kuril'sk"", 'cod': 200}",2022-07-31 03:01:49,Severo-Kuril'sk,RU,50.6789,156.125,56.84,82.0,23.0,8.3
117,"{'coord': {'lon': 135.9833, 'lat': 33.7333}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 87.75, 'feels_like': 95.52, 'temp_min': 87.75, 'temp_max': 87.75, 'pressure': 1014, 'humidity': 62, 'sea_level': 1014, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 7.81, 'deg': 171, 'gust': 9.53}, 'clouds': {'all': 23}, 'dt': 1659236511, 'sys': {'country': 'JP', 'sunrise': 1659211609, 'sunset': 1659261478}, 'timezone': 32400, 'id': 1847947, 'name': 'Shingū', 'cod': 200}",2022-07-31 03:01:51,Shingū,JP,33.7333,135.9833,87.75,62.0,23.0,7.81
118,"{'coord': {'lon': 128.7333, 'lat': -15.7667}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 84.18, 'feels_like': 81.41, 'temp_min': 84.18, 'temp_max': 84.18, 'pressure': 1013, 'humidity': 20}, 'visibility': 10000, 'wind': {'speed': 5.75, 'deg': 190}, 'clouds': {'all': 21}, 'dt': 1659236513, 'sys': {'type': 1, 'id': 9587, 'country': 'AU', 'sunrise': 1659217755, 'sunset': 1659258811}, 'timezone': 28800, 'id': 2068110, 'name': 'Kununurra', 'cod': 200}",2022-07-31 03:01:53,Kununurra,AU,-15.7667,128.7333,84.18,20.0,21.0,5.75
119,"{'coord': {'lon': -121.9166, 'lat': 36.6177}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 61.75, 'feels_like': 61.66, 'temp_min': 59.7, 'temp_max': 67.01, 'pressure': 1014, 'humidity': 86}, 'visibility': 10000, 'wind': {'speed': 5.75, 'deg': 0}, 'clouds': {'all': 75}, 'dt': 1659236244, 'sys': {'type': 2, 'id': 2009350, 'country': 'US', 'sunrise': 1659186726, 'sunset': 1659237354}, 'timezone': -25200, 'id': 5380437, 'name': 'Pacific Grove', 'cod': 200}",2022-07-31 02:57:24,Pacific Grove,US,36.6177,-121.9166,61.75,86.0,75.0,5.75
121,"{'coord': {'lon': -155.09, 'lat': 19.7297}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 80.2, 'feels_like': 84.24, 'temp_min': 76.62, 'temp_max': 84.27, 'pressure': 1018, 'humidity': 77}, 'visibility': 10000, 'wind': {'speed': 9.22, 'deg': 60}, 'clouds': {'all': 75}, 'dt': 1659236518, 'sys': {'type': 1, 'id': 7881, 'country': 'US', 'sunrise': 1659196530, 'sunset': 1659243473}, 'timezone': -36000, 'id': 5855927, 'name': 'Hilo', 'cod': 200}",2022-07-31 03:01:58,Hilo,US,19.7297,-155.09,80.2,77.0,75.0,9.22
